StartNumber,Rank,Name,AgeClass,Time,Gender,Country,AgeCategory,TimeTotalSeconds,TimeTotalHours
F5031,2310,"Dr. Kostenis-Trojahn, Gerti",55,0 days 04:49:05,women,GER,1966-1970,17345.0,4.82
F4542,2311,"Lörchner, Janina",24,0 days 04:49:06,women,GER,1996-2007,17346.0,4.82
F5454,2312,"Lucht, Marianne",40,0 days 04:49:09,women,GER,1981-1985,17349.0,4.82
F4573,2313,"Veronica, Tania",24,0 days 04:49:11,women,INA,1996-2007,17351.0,4.82
F4513,2314,"Ulsøe, Cecilie",35,0 days 04:49:11,women,DEN,1986-1990,17351.0,4.82
F4908,2315,"Christians, Hedda",55,0 days 04:49:14,women,GER,1966-1970,17354.0,4.82
F5756,2316,"Drach, Christina",35,0 days 04:49:23,women,GER,1986-1990,17363.0,4.82
F5518,2317,"Engler, Annika",24,0 days 04:49:23,women,GER,1996-2007,17363.0,4.82
F4206,2318,"Kruschinski, Katja",50,0 days 04:49:34,women,GER,1971-1975,17374.0,4.83
F4682,2319,"Wiese, Sylvia",40,0 days 04:49:38,women,GER,1981-1985,17378.0,4.83
F3132,2320,"Hampel, Kia",35,0 days 04:49:44,women,GER,1986-1990,17384.0,4.83
F3092,2321,"Kristjansdottir, Annetta",35,0 days 04:49:47,women,ISL,1986-1990,17387.0,4.83
F5850,2322,"Krach, Lena Henrike",40,0 days 04:49:53,women,GER,1981-1985,17393.0,4.83
F5560,2323,"Burgarth, Silke",50,0 days 04:49:54,women,GER,1971-1975,17394.0,4.83
F3185,2324,"Ostrowski, Eugenia",30,0 days 04:49:58,women,GER,1991-1995,17398.0,4.83
F4160,2325,"Keil, Melanie",50,0 days 04:50:05,women,GER,1971-1975,17405.0,4.83
F4830,2326,"Romberg, Marlind",30,0 days 04:50:07,women,GER,1991-1995,17407.0,4.84
F4547,2327,"Metz, Tamara",24,0 days 04:50:13,women,GER,1996-2007,17413.0,4.84
F3891,2328,"Mauermann, Jenny Marie",45,0 days 04:50:14,women,GER,1976-1980,17414.0,4.84
F4745,2329,"Halbrügge, Stephanie",30,0 days 04:50:14,women,GER,1991-1995,17414.0,4.84
F2829,2330,"Hoffmann, Kathrin",55,0 days 04:50:15,women,GER,1966-1970,17415.0,4.84
F4453,2331,"Krieger, Julia Edith",24,0 days 04:50:33,women,GER,1996-2007,17433.0,4.84
F4693,2332,"Siemer, Karin",50,0 days 04:50:37,women,GER,1971-1975,17437.0,4.84
F5448,2333,"Dr. Regul, Edith",35,0 days 04:50:38,women,GER,1986-1990,17438.0,4.84
F4917,2334,"Jamali, Katayun",50,0 days 04:50:39,women,GER,1971-1975,17439.0,4.84
F4727,2335,"Lips, Daniela",45,0 days 04:50:43,women,GER,1976-1980,17443.0,4.85
F2213,2336,"Schaerer, Alice",50,0 days 04:50:46,women,SUI,1971-1975,17446.0,4.85
F4847,2337,"Kim, Ae-Suk",75,0 days 04:50:51,women,GER,1946-1950,17451.0,4.85
F5436,2338,"Heissel Klietsch, Anna",24,0 days 04:50:53,women,DEN,1996-2007,17453.0,4.85
F5569,2339,"Drue, Rikke",24,0 days 04:50:53,women,DEN,1996-2007,17453.0,4.85
F5154,2340,"Leinonen, Katharina",30,0 days 04:51:00,women,GER,1991-1995,17460.0,4.85
F2825,2341,"Hoivik, Lauren",45,0 days 04:51:05,women,NOR,1976-1980,17465.0,4.85
F4887,2342,"Uffeln, Julia",24,0 days 04:51:05,women,GER,1996-2007,17465.0,4.85
F4826,2343,"Spohr, Bärbel",60,0 days 04:51:07,women,GER,1961-1965,17467.0,4.85
F5017,2344,"Le Savéant, Nine",24,0 days 04:51:09,women,FRA,1996-2007,17469.0,4.85
F4015,2345,"Koschel, Anja",50,0 days 04:51:15,women,GER,1971-1975,17475.0,4.85
F5222,2346,"Juhasz, Aniko",45,0 days 04:51:16,women,GER,1976-1980,17476.0,4.85
F3116,2347,"Prof. Hilfrich, Pia-Helena",24,0 days 04:51:23,women,GER,1996-2007,17483.0,4.86
F3031,2348,"Überschär, Yasmin",24,0 days 04:51:35,women,GER,1996-2007,17495.0,4.86
F2236,2349,"Kemna, Yana",24,0 days 04:51:37,women,GER,1996-2007,17497.0,4.86
F5412,2350,"Braack, Tessa",24,0 days 04:51:38,women,GER,1996-2007,17498.0,4.86
F4766,2351,"Artmann, Natalie",30,0 days 04:51:38,women,GER,1991-1995,17498.0,4.86
F5193,2352,"Friedemann, Tanja",35,0 days 04:51:43,women,GER,1986-1990,17503.0,4.86
F4541,2353,"Wagner, Pamina",24,0 days 04:51:48,women,GER,1996-2007,17508.0,4.86
F4724,2354,"Kummer, Clara-Ricarda",30,0 days 04:51:50,women,GER,1991-1995,17510.0,4.86
F3731,2355,"Berger, Barbara",55,0 days 04:51:51,women,GER,1966-1970,17511.0,4.86
F5010,2356,"Vogel, Anke",55,0 days 04:51:55,women,GER,1966-1970,17515.0,4.87
F5189,2357,"Tubic, Jovana",24,0 days 04:51:55,women,GER,1996-2007,17515.0,4.87
F5134,2358,"Kollhoff, Mara",24,0 days 04:51:56,women,GER,1996-2007,17516.0,4.87
F3842,2359,"Bouvard, Joëlle",35,0 days 04:52:01,women,SUI,1986-1990,17521.0,4.87
F1546,2360,"Huizinga, Ingrid",55,0 days 04:52:01,women,NED,1966-1970,17521.0,4.87
F1529,2361,"Zijlstra, Marit",40,0 days 04:52:01,women,NED,1981-1985,17521.0,4.87
F4735,2362,"Kämmer, Jana",40,0 days 04:52:02,women,GER,1981-1985,17522.0,4.87
F4467,2363,"Teitge, Lena",24,0 days 04:52:12,women,GER,1996-2007,17532.0,4.87
F5561,2364,"Kostka, Rebekka",40,0 days 04:52:21,women,GER,1981-1985,17541.0,4.87
F5866,2365,"Bokeloh, Kerstin",30,0 days 04:52:22,women,GER,1991-1995,17542.0,4.87
F4481,2366,"Langer, Charlotte",55,0 days 04:52:34,women,DEN,1966-1970,17554.0,4.88
F5004,2367,"Petersen, Tina Hougaard",50,0 days 04:52:34,women,DEN,1971-1975,17554.0,4.88
F5548,2368,"Schiffmacher, Alina",30,0 days 04:52:47,women,GER,1991-1995,17567.0,4.88
F5685,2369,"Lambers, Lena",24,0 days 04:52:48,women,GER,1996-2007,17568.0,4.88
F4373,2370,"Krause, Franziska",30,0 days 04:52:52,women,GER,1991-1995,17572.0,4.88
F2490,2371,"Kozák, Yvonne",45,0 days 04:52:55,women,GER,1976-1980,17575.0,4.88
F4437,2372,"Ribstein, Alix",24,0 days 04:52:57,women,FRA,1996-2007,17577.0,4.88
F3074,2373,"Riede, Nora",35,0 days 04:53:04,women,GER,1986-1990,17584.0,4.88
F4245,2374,"Walther, Lisa",24,0 days 04:53:07,women,GER,1996-2007,17587.0,4.89
F3850,2375,"Witte, Marietta",24,0 days 04:53:08,women,GER,1996-2007,17588.0,4.89
F5707,2376,"Unterweger, Lea",30,0 days 04:53:17,women,GER,1991-1995,17597.0,4.89
F4038,2377,"Hahn, Katja",45,0 days 04:53:18,women,GER,1976-1980,17598.0,4.89
F5064,2378,"Leuters, Carla",24,0 days 04:53:22,women,GER,1996-2007,17602.0,4.89
F5422,2379,"Bernoth, Jana",24,0 days 04:53:23,women,GER,1996-2007,17603.0,4.89
F4721,2380,"Jagelowitz, Katharina",35,0 days 04:53:25,women,GER,1986-1990,17605.0,4.89
F3778,2381,"Giese, Ruth",45,0 days 04:53:25,women,GER,1976-1980,17605.0,4.89
F3203,2382,"Zdebel, Vanessa",30,0 days 04:53:31,women,GER,1991-1995,17611.0,4.89
F5545,2383,"Böttcher, Saskia",30,0 days 04:53:48,women,GER,1991-1995,17628.0,4.9
F4869,2384,"Krägel, Verena",30,0 days 04:53:50,women,GER,1991-1995,17630.0,4.9
F4148,2385,"Wegner, Alexandra",50,0 days 04:53:52,women,GER,1971-1975,17632.0,4.9
F3480,2386,"Hoelseth, Thea",24,0 days 04:53:54,women,NOR,1996-2007,17634.0,4.9
F5488,2387,"Schäfer, Tabea",24,0 days 04:53:55,women,GER,1996-2007,17635.0,4.9
F5119,2388,"Witteveen, Anke",45,0 days 04:53:58,women,NED,1976-1980,17638.0,4.9
F2702,2389,"Chassaigne, Anna",45,0 days 04:54:01,women,GER,1976-1980,17641.0,4.9
F5404,2390,"Krebs, Mirja",40,0 days 04:54:05,women,GER,1981-1985,17645.0,4.9
F5214,2391,"Daub, Tanja",45,0 days 04:54:08,women,GER,1976-1980,17648.0,4.9
F4915,2392,"Oetjens, Britta",50,0 days 04:54:09,women,GER,1971-1975,17649.0,4.9
F3812,2393,"Cordeux, Emily",24,0 days 04:54:12,women,GBR,1996-2007,17652.0,4.9
F5519,2394,"Brent, Susan",45,0 days 04:54:12,women,GBR,1976-1980,17652.0,4.9
F4717,2395,"Fischer, Helen",30,0 days 04:54:21,women,GER,1991-1995,17661.0,4.91
F5074,2396,"Schmidt, Mandy",30,0 days 04:54:22,women,GER,1991-1995,17662.0,4.91
F5441,2397,"Hardt, Katreen",55,0 days 04:54:27,women,GER,1966-1970,17667.0,4.91
F5368,2398,"Prof. Dr. Seiler, Nina",50,0 days 04:54:29,women,GER,1971-1975,17669.0,4.91
F5753,2399,"Schreiner, Laura",35,0 days 04:54:30,women,GER,1986-1990,17670.0,4.91
F4863,2400,"Berg, Claudia",40,0 days 04:54:35,women,GER,1981-1985,17675.0,4.91
F3261,2401,"Eisele, Kirsten",35,0 days 04:54:35,women,GER,1986-1990,17675.0,4.91
F4930,2402,"Eisele, Gabriele",60,0 days 04:54:35,women,GER,1961-1965,17675.0,4.91
F4580,2403,"Dupont, Delphine",45,0 days 04:54:35,women,FRA,1976-1980,17675.0,4.91
F4046,2404,"Harbecke, Louisa",24,0 days 04:54:44,women,GER,1996-2007,17684.0,4.91
F2879,2405,"Maass, Renja",50,0 days 04:54:50,women,GER,1971-1975,17690.0,4.91
F4914,2406,"Salomon, Annett",45,0 days 04:55:01,women,GER,1976-1980,17701.0,4.92
F5391,2407,"Hoch, Edeltraud",60,0 days 04:55:04,women,GER,1961-1965,17704.0,4.92
F5242,2408,"Gundlach, Svenja",50,0 days 04:55:05,women,GER,1971-1975,17705.0,4.92
F3906,2409,"Warnken, Melissa",24,0 days 04:55:11,women,GER,1996-2007,17711.0,4.92
F4346,2410,"Below, Claudia",55,0 days 04:55:13,women,GER,1966-1970,17713.0,4.92
F3752,2411,"Badtke, Merle",24,0 days 04:55:16,women,GER,1996-2007,17716.0,4.92
F4775,2412,"Schwiertz, Alida",24,0 days 04:55:16,women,GER,1996-2007,17716.0,4.92
F5673,2413,"Schönberg, Jessica",24,0 days 04:55:20,women,GER,1996-2007,17720.0,4.92
F5507,2414,"Treder, Charis",30,0 days 04:55:24,women,GER,1991-1995,17724.0,4.92
F4692,2415,"Hagedorn, Nicole",40,0 days 04:55:27,women,GER,1981-1985,17727.0,4.92
F4173,2416,"Stüttgen, Jana",50,0 days 04:55:34,women,GER,1971-1975,17734.0,4.93
F4116,2417,"Bickert, Ulrike",50,0 days 04:55:35,women,GER,1971-1975,17735.0,4.93
F5390,2418,"Hauffe, Nicole",50,0 days 04:55:38,women,GER,1971-1975,17738.0,4.93
F4913,2419,"Ludwig, Andrea",40,0 days 04:55:40,women,GER,1981-1985,17740.0,4.93
F4715,2420,"Dr. Harambat, Laura",35,0 days 04:55:41,women,FRA,1986-1990,17741.0,4.93
F5451,2421,"Steinbach, Viktoria",24,0 days 04:55:42,women,GER,1996-2007,17742.0,4.93
F3896,2422,"Keller, Theres",24,0 days 04:55:50,women,GER,1996-2007,17750.0,4.93
F4881,2423,"Heider, Lotte",24,0 days 04:55:53,women,GER,1996-2007,17753.0,4.93
F4100,2424,"Kirschstein, Johanna",50,0 days 04:55:56,women,GER,1971-1975,17756.0,4.93
F3506,2425,"Bardun, Saskia",35,0 days 04:56:00,women,GER,1986-1990,17760.0,4.93
F5719,2426,"Conrad, Christine",40,0 days 04:56:03,women,GER,1981-1985,17763.0,4.93
F4578,2427,"Rahbek Rasmussen, Charlotte",55,0 days 04:56:03,women,DEN,1966-1970,17763.0,4.93
F4217,2428,"Schievink, Annika",30,0 days 04:56:11,women,GER,1991-1995,17771.0,4.94
F3515,2429,"Manger, Elisabeth",30,0 days 04:56:12,women,GER,1991-1995,17772.0,4.94
F5126,2430,"Brall, Katharina",30,0 days 04:56:14,women,GER,1991-1995,17774.0,4.94
F5779,2431,"Hanisch, Daniela",45,0 days 04:56:16,women,GER,1976-1980,17776.0,4.94
F5867,2432,"Gabriel, Leonie",24,0 days 04:56:18,women,GER,1996-2007,17778.0,4.94
F4191,2433,"Simms, Mary",24,0 days 04:56:18,women,USA,1996-2007,17778.0,4.94
F4414,2434,"Probst, Adrienne",24,0 days 04:56:20,women,GER,1996-2007,17780.0,4.94
F4886,2435,"Crouch, Alisha",30,0 days 04:56:20,women,USA,1991-1995,17780.0,4.94
F4411,2436,"Didriksen, Frederikke",24,0 days 04:56:21,women,DEN,1996-2007,17781.0,4.94
F4341,2437,"Zielinski, Joanna",40,0 days 04:56:23,women,GER,1981-1985,17783.0,4.94
F5754,2438,"König, Celine",24,0 days 04:56:25,women,GER,1996-2007,17785.0,4.94
F5396,2439,"Borchert, Lucie",24,0 days 04:56:26,women,GER,1996-2007,17786.0,4.94
F2672,2440,"Klett, Jennifer",40,0 days 04:56:29,women,GER,1981-1985,17789.0,4.94
F5090,2441,"Kölle, Nicole",24,0 days 04:56:31,women,GER,1996-2007,17791.0,4.94
F4898,2442,"Vollstedt, Nina",24,0 days 04:56:32,women,GER,1996-2007,17792.0,4.94
F5116,2443,"Böckenholt, Anna-Julika",24,0 days 04:56:32,women,GER,1996-2007,17792.0,4.94
F5462,2444,"Schülke, Julia",24,0 days 04:56:32,women,GER,1996-2007,17792.0,4.94
F5895,2445,"Wiederkehr, Kristina",35,0 days 04:56:33,women,GER,1986-1990,17793.0,4.94
F5142,2446,"Schaeffer, Ann-Kathrin",24,0 days 04:56:36,women,GER,1996-2007,17796.0,4.94
F5254,2447,"Schmoller, Ina",55,0 days 04:56:38,women,GER,1966-1970,17798.0,4.94
F5513,2448,"Boiko, Hanna",30,0 days 04:56:38,women,GER,1991-1995,17798.0,4.94
F5531,2449,"Christen, Linda",30,0 days 04:56:39,women,GER,1991-1995,17799.0,4.94
F3538,2450,"Ehlert, Katharina",45,0 days 04:56:40,women,GER,1976-1980,17800.0,4.94
F4401,2451,"Fetting, Esther Sophia",24,0 days 04:56:45,women,GER,1996-2007,17805.0,4.95
F5395,2452,"Schimmelpfennig, Susanne",55,0 days 04:56:47,women,GER,1966-1970,17807.0,4.95
F4183,2453,"Kiliszek, Mareike",45,0 days 04:56:53,women,GER,1976-1980,17813.0,4.95
F5194,2454,"Wedemann, Maria",40,0 days 04:56:58,women,GER,1981-1985,17818.0,4.95
F5059,2455,"Reurik, Femke",30,0 days 04:56:58,women,GER,1991-1995,17818.0,4.95
F4428,2456,"Reuter, Katja",30,0 days 04:57:01,women,GER,1991-1995,17821.0,4.95
F5099,2457,"Schlücking, Rosalie",30,0 days 04:57:01,women,GER,1991-1995,17821.0,4.95
F2693,2458,"Ruppenthal, Melanie",30,0 days 04:57:03,women,GER,1991-1995,17823.0,4.95
F5780,2459,"Majunke, Petra",65,0 days 04:57:05,women,GER,1956-1960,17825.0,4.95
F5465,2460,"Waldrich, Johanna",30,0 days 04:57:06,women,GER,1991-1995,17826.0,4.95
F5696,2461,"Orminski, Jasmin",35,0 days 04:57:19,women,GER,1986-1990,17839.0,4.96
F4889,2462,"Birnsteinova, Sarlota",30,0 days 04:57:27,women,SVK,1991-1995,17847.0,4.96
F4846,2463,"König, Sarah",30,0 days 04:57:28,women,GER,1991-1995,17848.0,4.96
F1843,2464,"Heller, Johanna",24,0 days 04:57:28,women,GER,1996-2007,17848.0,4.96
F4209,2465,"Weidenhagen, Celia",50,0 days 04:57:29,women,GER,1971-1975,17849.0,4.96
F5011,2466,"Libor, Signe",40,0 days 04:57:30,women,GER,1981-1985,17850.0,4.96
F4854,2467,"Boysen, Britta",45,0 days 04:57:31,women,GER,1976-1980,17851.0,4.96
F4559,2468,"Christ, Emma",24,0 days 04:57:38,women,GER,1996-2007,17858.0,4.96
F5075,2469,"Johanning Hansen, Malene",40,0 days 04:57:45,women,DEN,1981-1985,17865.0,4.96
F5246,2470,"Eilers, Anne",35,0 days 04:57:46,women,GER,1986-1990,17866.0,4.96
F5357,2471,"Rieken, Marita",35,0 days 04:57:47,women,GER,1986-1990,17867.0,4.96
F4719,2472,"Vögeding, Aleksandra",40,0 days 04:57:47,women,POL,1981-1985,17867.0,4.96
F3691,2473,"Breer, Claudia",45,0 days 04:57:48,women,GER,1976-1980,17868.0,4.96
F4147,2474,"Lohse, Katharina",45,0 days 04:57:51,women,GER,1976-1980,17871.0,4.96
F5908,2475,"Geiß, Verena",45,0 days 04:57:54,women,GER,1976-1980,17874.0,4.96
F4111,2476,"Ortwein, Petra",55,0 days 04:57:56,women,GER,1966-1970,17876.0,4.97
F5717,2477,"Völler, Cornelia",50,0 days 04:57:56,women,GER,1971-1975,17876.0,4.97
F5758,2478,"Birk, Sidsel",40,0 days 04:57:57,women,DEN,1981-1985,17877.0,4.97
F5858,2479,"Bartling, Ivonne",55,0 days 04:57:57,women,GER,1966-1970,17877.0,4.97
F5405,2480,"Marohn, Meret",24,0 days 04:57:59,women,GER,1996-2007,17879.0,4.97
F3189,2481,"Mostajabodaveh, Zeinab",40,0 days 04:58:01,women,IRI,1981-1985,17881.0,4.97
F4122,2482,"Kanders, Mona",30,0 days 04:58:05,women,GER,1991-1995,17885.0,4.97
F4506,2483,"Herdt, Irene",40,0 days 04:58:09,women,GER,1981-1985,17889.0,4.97
F4859,2484,"Lawlor, Helen",35,0 days 04:58:13,women,GBR,1986-1990,17893.0,4.97
F5710,2485,"Büsken, Johanna",24,0 days 04:58:14,women,GER,1996-2007,17894.0,4.97
F3207,2486,"Bradbury, Jenny",40,0 days 04:58:15,women,GBR,1981-1985,17895.0,4.97
F5736,2487,"Dumrath, Ulrike",45,0 days 04:58:19,women,GER,1976-1980,17899.0,4.97
F5530,2488,"Müller-Mai, Magdalena",30,0 days 04:58:20,women,GER,1991-1995,17900.0,4.97
F5343,2489,"Pahmeyer, Martina",55,0 days 04:58:21,women,GER,1966-1970,17901.0,4.97
F4767,2490,"Bonkalla, Madlen",35,0 days 04:58:22,women,GER,1986-1990,17902.0,4.97
F4358,2491,"Prof. Dr. Benn, Christine",55,0 days 04:58:23,women,DEN,1966-1970,17903.0,4.97
F5065,2492,"Ratjen, Nova",24,0 days 04:58:25,women,GER,1996-2007,17905.0,4.97
F5162,2493,"Riesler, Ina",40,0 days 04:58:32,women,GER,1981-1985,17912.0,4.98
F5389,2494,"Wirths, Jennifer",35,0 days 04:58:37,women,GER,1986-1990,17917.0,4.98
F5127,2495,"Wendt, Victoria",24,0 days 04:58:38,women,GER,1996-2007,17918.0,4.98
F1853,2496,"Linscheid, Carla",24,0 days 04:58:42,women,GER,1996-2007,17922.0,4.98
F5826,2497,"Moritz, Lena",30,0 days 04:58:43,women,GER,1991-1995,17923.0,4.98
F5153,2498,"Böttcher, Aileen",24,0 days 04:58:49,women,GER,1996-2007,17929.0,4.98
F4118,2499,"Fruth, Amy",24,0 days 04:58:53,women,GER,1996-2007,17933.0,4.98
F5535,2500,"Scheiwe, Rebecca",30,0 days 04:59:03,women,GER,1991-1995,17943.0,4.98
F5166,2501,"Hohl, Kerstin",30,0 days 04:59:03,women,GER,1991-1995,17943.0,4.98
F5686,2502,"Abs, Jana",35,0 days 04:59:04,women,GER,1986-1990,17944.0,4.98
F5822,2503,"Winzler, Hanna",24,0 days 04:59:06,women,GER,1996-2007,17946.0,4.99
F4853,2504,"Grohnert, Dagmara",40,0 days 04:59:06,women,GER,1981-1985,17946.0,4.99
F4879,2505,"Kalka, Janina",40,0 days 04:59:06,women,GER,1981-1985,17946.0,4.99
F4877,2506,"Straube, Kirsten",60,0 days 04:59:06,women,GER,1961-1965,17946.0,4.99
F4713,2507,"Scherer, Barbara",50,0 days 04:59:06,women,GER,1971-1975,17946.0,4.99
F5420,2508,"Benner, Swetlana",35,0 days 04:59:10,women,GER,1986-1990,17950.0,4.99
F1123,2509,"Assenheimer, Laura",24,0 days 04:59:15,women,GER,1996-2007,17955.0,4.99
F5025,2510,"Jänen, Maria Helena",60,0 days 04:59:15,women,GER,1961-1965,17955.0,4.99
F5809,2511,"Reichmuth, Yvonne",35,0 days 04:59:19,women,SUI,1986-1990,17959.0,4.99
F4820,2512,"Brauner, Laura",24,0 days 04:59:22,women,GER,1996-2007,17962.0,4.99
F4412,2513,"Landberg, Alice",24,0 days 04:59:23,women,SWE,1996-2007,17963.0,4.99
F4005,2514,"Dr. Schmiljun, Annett",60,0 days 04:59:26,women,GER,1961-1965,17966.0,4.99
F5195,2515,"Haderthauer, Maximiliane",24,0 days 04:59:27,women,GER,1996-2007,17967.0,4.99
F5212,2516,"Van Heijningen, Arjanne",55,0 days 04:59:31,women,NED,1966-1970,17971.0,4.99
F4577,2517,"Prunk, Katja",40,0 days 04:59:33,women,GER,1981-1985,17973.0,4.99
F5245,2518,"Löffler, Lisa",30,0 days 04:59:41,women,GER,1991-1995,17981.0,4.99
F5201,2519,"Schmitz, Sabine",60,0 days 04:59:42,women,GER,1961-1965,17982.0,5.0
F4156,2520,"Bruger, Bettina",60,0 days 04:59:50,women,GER,1961-1965,17990.0,5.0
F3190,2521,"Eckhoff, Henrike",35,0 days 04:59:53,women,GER,1986-1990,17993.0,5.0
F4560,2522,"Kiburg, Sabrina",45,0 days 04:59:54,women,NED,1976-1980,17994.0,5.0
F5806,2523,"Ruiz Palacios, Sara",30,0 days 04:59:54,women,FRA,1991-1995,17994.0,5.0
F3540,2524,"Lantin, Jessica",40,0 days 04:59:56,women,GER,1981-1985,17996.0,5.0
F5115,2525,"Henßler, Anke",50,0 days 04:59:56,women,GER,1971-1975,17996.0,5.0
F4244,2526,"Friesecke, Kathrin",50,0 days 05:00:00,women,GER,1971-1975,18000.0,5.0
F4765,2527,"Petersen, Jette",35,0 days 05:00:00,women,GER,1986-1990,18000.0,5.0
F5547,2528,"Hinders, Ruth",55,0 days 05:00:03,women,GER,1966-1970,18003.0,5.0
F4545,2529,"Schweiss, Josephin",24,0 days 05:00:08,women,GER,1996-2007,18008.0,5.0
F4683,2530,"Pehka, Birte",30,0 days 05:00:18,women,GER,1991-1995,18018.0,5.0
F4558,2531,"Kaiser, Johanna",30,0 days 05:00:19,women,GER,1991-1995,18019.0,5.01
F5052,2532,"Streicher, Tammy",30,0 days 05:00:20,women,GER,1991-1995,18020.0,5.01
F3742,2533,"Huber, Christina",30,0 days 05:00:31,women,GER,1991-1995,18031.0,5.01
F5752,2534,"De Oliveira Da Cruz, Annika",30,0 days 05:00:37,women,GER,1991-1995,18037.0,5.01
F3591,2535,"Guci, Carolina",30,0 days 05:00:41,women,GER,1991-1995,18041.0,5.01
F4161,2536,"Hedegaard, Maria",45,0 days 05:00:47,women,DEN,1976-1980,18047.0,5.01
F5440,2537,"Büttner, Julia",40,0 days 05:01:01,women,GER,1981-1985,18061.0,5.02
F5244,2538,"Freymark, Nina",45,0 days 05:01:12,women,GER,1976-1980,18072.0,5.02
F3415,2539,"Pfeffer, Heike",35,0 days 05:01:15,women,GER,1986-1990,18075.0,5.02
F5731,2540,"Augustin, Marie",24,0 days 05:01:19,women,GER,1996-2007,18079.0,5.02
F5592,2541,"Petzold, Lilian",24,0 days 05:01:20,women,GER,1996-2007,18080.0,5.02
F5741,2542,"Phan, Linda",24,0 days 05:01:22,women,GER,1996-2007,18082.0,5.02
F5428,2543,"Schauer, Christina",40,0 days 05:01:25,women,AUT,1981-1985,18085.0,5.02
F4737,2544,"Bilowitzki, Chiara",30,0 days 05:01:26,women,AUT,1991-1995,18086.0,5.02
F4422,2545,"Kaiser, Sarah",24,0 days 05:01:26,women,GER,1996-2007,18086.0,5.02
F3592,2546,"Madsen, Louise Bruun",30,0 days 05:01:34,women,DEN,1991-1995,18094.0,5.03
F5852,2547,"Stiehle, Ulrike",50,0 days 05:01:48,women,GER,1971-1975,18108.0,5.03
F4810,2548,"Wittkamp, Svea",24,0 days 05:01:53,women,GER,1996-2007,18113.0,5.03
F4552,2549,"Koops, Jette",24,0 days 05:01:53,women,GER,1996-2007,18113.0,5.03
F5781,2550,"Bormann, Maria",40,0 days 05:01:54,women,GER,1981-1985,18114.0,5.03
F5857,2551,"Golovina, Eva",24,0 days 05:01:58,women,GER,1996-2007,18118.0,5.03
F3532,2552,"Baldwin, Sarah",24,0 days 05:02:19,women,AUS,1996-2007,18139.0,5.04
F5208,2553,"Knispel, Justine",30,0 days 05:02:23,women,GER,1991-1995,18143.0,5.04
F5233,2554,"Schomaker, Jessica",30,0 days 05:02:24,women,GER,1991-1995,18144.0,5.04
F5224,2555,"Peemöller, Anna-Lena",24,0 days 05:02:37,women,GER,1996-2007,18157.0,5.04
F5163,2556,"Berger, Kerstin",55,0 days 05:03:00,women,GER,1966-1970,18180.0,5.05
F3412,2557,"Bethuys, Florence",45,0 days 05:03:09,women,GER,1976-1980,18189.0,5.05
F4457,2558,"Albers, Bettina",45,0 days 05:03:09,women,GER,1976-1980,18189.0,5.05
F4458,2559,"Albers, Monika",45,0 days 05:03:10,women,GER,1976-1980,18190.0,5.05
F4398,2560,"Vietz, Stefanie",30,0 days 05:03:10,women,AUT,1991-1995,18190.0,5.05
F5369,2561,"Meyer, Laura",24,0 days 05:03:23,women,GER,1996-2007,18203.0,5.06
F5032,2562,"Lucht, Telse",55,0 days 05:03:31,women,GER,1966-1970,18211.0,5.06
F5453,2563,"Fechtler, Jennifer",30,0 days 05:03:34,women,GER,1991-1995,18214.0,5.06
F2428,2564,"Ripkens, Saskia",30,0 days 05:03:38,women,GER,1991-1995,18218.0,5.06
F4416,2565,"Witt, Megan",24,0 days 05:03:38,women,GER,1996-2007,18218.0,5.06
F5520,2566,"Groninger, Melanie Emma",30,0 days 05:03:42,women,GER,1991-1995,18222.0,5.06
F5839,2567,"Villa Bokov, Elena",30,0 days 05:03:53,women,ESP,1991-1995,18233.0,5.06
F5819,2568,"Jezequel, Marie",35,0 days 05:04:05,women,FRA,1986-1990,18245.0,5.07
F3505,2569,"Kossin, Verena",30,0 days 05:04:12,women,GER,1991-1995,18252.0,5.07
F5788,2570,"Becker, Kristin",40,0 days 05:04:12,women,GER,1981-1985,18252.0,5.07
F5209,2571,"Knutzen, Darline",24,0 days 05:04:27,women,GER,1996-2007,18267.0,5.07
F5427,2572,"Goldschmidt, Mareike",45,0 days 05:04:28,women,GER,1976-1980,18268.0,5.07
F5232,2573,"Feierabend, Nadine",40,0 days 05:04:31,women,GER,1981-1985,18271.0,5.08
F4906,2574,"Feyl, Chantal Laura-Marie",24,0 days 05:04:33,women,GER,1996-2007,18273.0,5.08
F4831,2575,"Nehb, Sophie",24,0 days 05:04:33,women,GER,1996-2007,18273.0,5.08
F5341,2576,"Spielberg, Karin",35,0 days 05:04:34,women,GER,1986-1990,18274.0,5.08
F4536,2577,"Tech, Laura",24,0 days 05:04:42,women,GER,1996-2007,18282.0,5.08
F4759,2578,"Dr. Ripperger, Tanja",55,0 days 05:04:44,women,GER,1966-1970,18284.0,5.08
F4689,2579,"Fievre, Clémence",24,0 days 05:04:57,women,FRA,1996-2007,18297.0,5.08
F5373,2580,"Berner, Sari",60,0 days 05:04:59,women,FIN,1961-1965,18299.0,5.08
F4362,2581,"Hille, Leonie-Kyra",30,0 days 05:05:11,women,GER,1991-1995,18311.0,5.09
F5138,2582,"Novovic, Milica",24,0 days 05:05:23,women,GER,1996-2007,18323.0,5.09
F4790,2583,"Kothe, Mareen",30,0 days 05:05:31,women,GER,1991-1995,18331.0,5.09
